record_type,view_kind,support_scope,target,status,detector,rule,phenotype,views,mentions,propositions,selected_pair_participations
detail,strict_only,strict_only,Medial Meniscus,positive,v2_exact,target_local_association,avulsion,,,5,
detail,strict_only,strict_only,Medial Meniscus,positive,v2_exact,target_local_association,degeneration,,,416,
detail,strict_only,strict_only,Medial Meniscus,positive,v2_exact,target_local_association,extrusion,,,47,
detail,strict_only,strict_only,Medial Meniscus,positive,v2_exact,target_local_association,tear,,,1818,
detail,strict_only,strict_only,Medial Meniscus,positive,v3_target,target_local_association,abnormality,,,403,
detail,strict_only,strict_only,Medial Meniscus,positive,v3_target,target_local_association,avulsion,,,5,
detail,strict_only,strict_only,Medial Meniscus,positive,v3_target,target_local_association,degeneration,,,612,
detail,strict_only,strict_only,Medial Meniscus,positive,v3_target,target_local_association,extrusion,,,66,
detail,strict_only,strict_only,Medial Meniscus,positive,v3_target,target_local_association,sprain,,,2,
detail,strict_only,strict_only,Medial Meniscus,positive,v3_target,target_local_association,tear,,,1932,
detail,strict_only,strict_only,Medial Meniscus,uncertain,v2_collective,both_menisci,tear,,,2,
detail,strict_only,strict_only,Medial Meniscus,uncertain,v2_exact,<no_explicit_rule>,chondral_abnormality,,,2,
detail,strict_only,strict_only,Medial Meniscus,uncertain,v2_exact,target_local_association,abnormality,,,11,
detail,strict_only,strict_only,Medial Meniscus,uncertain,v2_exact,target_local_association,tear,,,83,
detail,strict_only,strict_only,Medial Meniscus,uncertain,v3_target,target_local_association,abnormality,,,19,
detail,strict_only,strict_only,Medial Meniscus,uncertain,v3_target,target_local_association,degeneration,,,13,
detail,strict_only,strict_only,Medial Meniscus,uncertain,v3_target,target_local_association,extrusion,,,1,
detail,strict_only,strict_only,Medial Meniscus,uncertain,v3_target,target_local_association,sprain,,,1,
detail,strict_only,strict_only,Medial Meniscus,uncertain,v3_target,target_local_association,tear,,,120,
detail,strict_only,strict_only,Medial OA,negative,v2_collective,tibiofemoral_compartments,abnormality_absent,,,181,
detail,strict_only,strict_only,Medial OA,negative,v2_exact,<no_explicit_rule>,abnormality_absent,,,357,
detail,strict_only,strict_only,Medial OA,negative,v3_target,compartment_normality,normal_cartilage,,,117,
detail,strict_only,strict_only,Medial OA,negative,v3_target,compartment_scope,chondral_abnormality_absent,,,297,
detail,strict_only,strict_only,Medial OA,positive,v2_collective,compartment_scope,chondral_abnormality,,,11,
detail,strict_only,strict_only,Medial OA,positive,v2_collective,tibiofemoral_compartments,abnormality,,,5,
detail,strict_only,strict_only,Medial OA,positive,v2_collective,tibiofemoral_compartments,chondral_abnormality,,,56,
detail,strict_only,strict_only,Medial OA,positive,v2_collective,tibiofemoral_compartments,degeneration,,,1,
detail,strict_only,strict_only,Medial OA,positive,v2_collective,tibiofemoral_compartments,tear,,,1,
detail,strict_only,strict_only,Medial OA,positive,v2_exact,<no_explicit_rule>,abnormality,,,66,
detail,strict_only,strict_only,Medial OA,positive,v2_exact,<no_explicit_rule>,chondral_abnormality,,,28,
detail,strict_only,strict_only,Medial OA,positive,v2_exact,<no_explicit_rule>,degeneration,,,46,
detail,strict_only,strict_only,Medial OA,positive,v2_exact,<no_explicit_rule>,fracture,,,5,
detail,strict_only,strict_only,Medial OA,positive,v2_exact,<no_explicit_rule>,tear,,,28,
detail,strict_only,strict_only,Medial OA,positive,v2_exact,compartment_scope,chondral_abnormality,,,385,
detail,strict_only,strict_only,Medial OA,positive,v2_exact,compartment_scope,degeneration,,,19,
detail,strict_only,strict_only,Medial OA,positive,v3_target,compartment_scope,chondral_abnormality,,,731,
detail,strict_only,strict_only,Medial OA,positive,v3_target,compartment_scope,degeneration,,,22,
detail,strict_only,strict_only,Medial OA,positive,v3_target,tibiofemoral_compartments,chondral_abnormality,,,11,
detail,strict_only,strict_only,Medial OA,uncertain,v3_target,compartment_scope,chondral_abnormality,,,3,
detail,strict_only,strict_only,PF OA,negative,v2_collective,tibiofemoral_compartments,abnormality_absent,,,113,
detail,strict_only,strict_only,PF OA,negative,v2_exact,<no_explicit_rule>,abnormality_absent,,,554,
detail,strict_only,strict_only,PF OA,negative,v3_target,compartment_normality,normal_cartilage,,,557,
detail,strict_only,strict_only,PF OA,negative,v3_target,compartment_scope,chondral_abnormality_absent,,,311,
detail,strict_only,strict_only,PF OA,positive,v2_collective,compartment_scope,chondral_abnormality,,,1,
detail,strict_only,strict_only,PF OA,positive,v2_collective,lateral_and_patellofemoral_compartments,tear,,,2,
detail,strict_only,strict_only,PF OA,positive,v2_collective,tibiofemoral_compartments,abnormality,,,2,
detail,strict_only,strict_only,PF OA,positive,v2_collective,tibiofemoral_compartments,chondral_abnormality,,,44,
detail,strict_only,strict_only,PF OA,positive,v2_collective,tibiofemoral_compartments,degeneration,,,1,
detail,strict_only,strict_only,PF OA,positive,v2_collective,tibiofemoral_compartments,tear,,,1,
detail,strict_only,strict_only,PF OA,positive,v2_exact,<no_explicit_rule>,abnormality,,,58,
detail,strict_only,strict_only,PF OA,positive,v2_exact,<no_explicit_rule>,chondral_abnormality,,,17,
detail,strict_only,strict_only,PF OA,positive,v2_exact,<no_explicit_rule>,degeneration,,,41,
detail,strict_only,strict_only,PF OA,positive,v2_exact,<no_explicit_rule>,fracture,,,1,
detail,strict_only,strict_only,PF OA,positive,v2_exact,<no_explicit_rule>,tear,,,3,
detail,strict_only,strict_only,PF OA,positive,v2_exact,compartment_scope,chondral_abnormality,,,654,
detail,strict_only,strict_only,PF OA,positive,v2_exact,compartment_scope,degeneration,,,10,
detail,strict_only,strict_only,PF OA,positive,v3_target,compartment_scope,chondral_abnormality,,,1333,
detail,strict_only,strict_only,PF OA,positive,v3_target,compartment_scope,degeneration,,,13,
detail,strict_only,strict_only,PF OA,positive,v3_target,tibiofemoral_compartments,chondral_abnormality,,,1,
detail,strict_only,strict_only,PF OA,uncertain,v2_exact,compartment_scope,chondral_abnormality,,,3,
detail,strict_only,strict_only,PF OA,uncertain,v3_target,compartment_scope,chondral_abnormality,,,18,
detail,strict_only,strict_only,Synovitis,negative,v2_exact,<no_explicit_rule>,abnormality_absent,,,22,
detail,strict_only,strict_only,Synovitis,negative,v3_morphology,synovitis_de,synovitis_absent,,,1,
detail,strict_only,strict_only,Synovitis,positive,v2_exact,<no_explicit_rule>,abnormality,,,709,
detail,strict_only,strict_only,Synovitis,positive,v2_exact,<no_explicit_rule>,chondral_abnormality,,,13,
detail,strict_only,strict_only,Synovitis,positive,v2_exact,<no_explicit_rule>,degeneration,,,4,
detail,strict_only,strict_only,Synovitis,positive,v2_exact,<no_explicit_rule>,fracture,,,1,
detail,strict_only,strict_only,Synovitis,positive,v2_exact,<no_explicit_rule>,sprain,,,6,
detail,strict_only,strict_only,Synovitis,positive,v2_exact,<no_explicit_rule>,tear,,,11,
detail,strict_only,strict_only,Synovitis,positive,v3_morphology,synovitis_de,synovitis,,,13,
detail,strict_only,strict_only,Synovitis,positive,v3_morphology,synovitis_el,synovitis,,,39,
detail,strict_only,strict_only,Synovitis,positive,v3_morphology,synovitis_sl,synovitis,,,3,
detail,strict_only,strict_only,Synovitis,positive,v3_morphology,synovitis_tr,synovitis,,,22,
detail,strict_only,strict_only,Synovitis,uncertain,v2_exact,<no_explicit_rule>,abnormality,,,12,
detail,strict_only,strict_only,Synovitis,uncertain,v2_exact,<no_explicit_rule>,fracture,,,1,
detail,strict_only,strict_only,Synovitis,uncertain,v3_morphology,synovitis_de,synovitis,,,1,
