unit,detector,target,status,phenotype,language,rule,count,unique_studies,unique_study_target_pairs,non_additivity_note
mention,v3_target,ACL,uncertain,abnormality,french,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,ACL,uncertain,tear,turkish,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Lateral Meniscus,negative,abnormality_absent,cyrillic_script,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Lateral Meniscus,positive,tear,latin_other,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Lateral Meniscus,uncertain,abnormality,dutch,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Lateral Meniscus,uncertain,abnormality,german,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Lateral Meniscus,uncertain,degeneration,dutch,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Lateral Meniscus,uncertain,degeneration,south_slavic,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Lateral Meniscus,uncertain,tear,german,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Lateral OA,negative,normal_cartilage,south_slavic,compartment_normality,1,1,1,Detector participation counts can overlap.
mention,v3_target,Lateral OA,positive,chondral_abnormality,cyrillic_script,compartment_scope,1,1,1,Detector participation counts can overlap.
mention,v3_target,Lateral OA,positive,chondral_abnormality,latin_other,compartment_scope,1,1,1,Detector participation counts can overlap.
mention,v3_target,Lateral OA,positive,tear,english,compartment_scope,1,1,1,Detector participation counts can overlap.
mention,v3_target,Lateral OA,uncertain,chondral_abnormality,english,compartment_scope,1,1,1,Detector participation counts can overlap.
mention,v3_target,MCL,negative,abnormality_absent,turkish,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,MCL,positive,abnormality,latin_other,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,MCL,positive,avulsion,french,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,MCL,positive,degeneration,turkish,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,MCL,positive,tear,latin_other,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,MCL,uncertain,abnormality,dutch,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,MCL,uncertain,abnormality,german,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,MCL,uncertain,sprain,turkish,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,MCL,uncertain,tear,german,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,negative,abnormality_absent,german,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,negative,abnormality_absent,latin_other,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,positive,abnormality,greek_script,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,positive,degeneration,latin_other,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,positive,sprain,latin_other,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,positive,sprain,south_slavic,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,positive,tear,latin_other,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,uncertain,abnormality,south_slavic,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Medial Meniscus,uncertain,extrusion,german,target_local_association,1,1,1,Detector participation counts can overlap.
mention,v3_target,Medial OA,negative,chondral_abnormality_absent,greek_script,compartment_scope,1,1,1,Detector participation counts can overlap.
mention,v3_target,Medial OA,negative,normal_cartilage,cyrillic_script,compartment_normality,1,1,1,Detector participation counts can overlap.
mention,v3_target,Medial OA,negative,normal_cartilage,south_slavic,compartment_normality,1,1,1,Detector participation counts can overlap.
mention,v3_target,Medial OA,uncertain,chondral_abnormality,dutch,compartment_scope,1,1,1,Detector participation counts can overlap.
mention,v3_target,PF OA,negative,chondral_abnormality_absent,cyrillic_script,compartment_scope,1,1,1,Detector participation counts can overlap.
mention,v3_target,PF OA,negative,chondral_abnormality_absent,french,compartment_scope,1,1,1,Detector participation counts can overlap.
mention,v3_target,PF OA,negative,chondral_abnormality_absent,south_slavic,compartment_scope,1,1,1,Detector participation counts can overlap.
mention,v3_target,PF OA,negative,normal_cartilage,french,compartment_normality,1,1,1,Detector participation counts can overlap.
proposition_participation,v2_exact,__all__,__all__,__all__,__all__,__all__,23005,4190,18753,Overall detector total; a Proposition may have multiple detectors.
proposition_participation,v3_target,__all__,__all__,__all__,__all__,__all__,16995,3928,13366,Overall detector total; a Proposition may have multiple detectors.
proposition_participation,v3_morphology,__all__,__all__,__all__,__all__,__all__,6177,2840,4948,Overall detector total; a Proposition may have multiple detectors.
proposition_participation,v2_collective,__all__,__all__,__all__,__all__,__all__,3955,1844,3874,Overall detector total; a Proposition may have multiple detectors.
proposition_participation,v3_morphology,Effusion,positive,joint_effusion,english,effusion_en_plural,1372,981,981,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,positive,abnormality,english,<no_explicit_rule>,1335,1015,1015,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,positive,tear,english,target_local_association,1110,612,612,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,positive,tear,english,target_local_association,1011,608,608,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,MCL,negative,normal_structure,english,target_local_normality,931,926,926,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,PF OA,positive,chondral_abnormality,english,compartment_scope,812,492,492,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,negative,normal_structure,english,target_local_normality,776,769,769,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,negative,normal_structure,english,target_local_normality,761,755,755,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,ACL,negative,abnormality_absent,english,<no_explicit_rule>,750,747,747,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Baker's,positive,baker_cyst,english,baker_variants,695,524,524,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,negative,abnormality_absent,english,<no_explicit_rule>,619,616,616,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,MCL,negative,abnormality_absent,english,<no_explicit_rule>,613,608,608,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Fracture,negative,fracture_absent,english,fracture_en,528,496,496,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Fracture,negative,abnormality_absent,english,<no_explicit_rule>,509,487,487,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,positive,tear,english,target_local_association,489,288,288,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Synovitis,positive,abnormality,english,<no_explicit_rule>,488,289,289,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,PF OA,positive,chondral_abnormality,english,compartment_scope,473,366,366,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Baker's,positive,abnormality,english,<no_explicit_rule>,467,335,335,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,positive,tear,english,target_local_association,459,252,252,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Effusion,negative,joint_effusion_absent,english,effusion_en_plural,458,423,423,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Contusion,negative,bone_contusion_absent,english,contusion_en,455,453,453,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral OA,negative,abnormality_absent,english,<no_explicit_rule>,433,433,433,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,ACL,positive,tear,english,target_local_association,431,281,281,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,positive,tear,spanish,target_local_association,427,201,201,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,negative,abnormality_absent,english,<no_explicit_rule>,424,418,418,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,positive,tear,english,target_local_association,417,250,250,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Contusion,negative,abnormality_absent,english,<no_explicit_rule>,409,407,407,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,PF OA,negative,abnormality_absent,english,<no_explicit_rule>,394,393,393,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial OA,positive,chondral_abnormality,english,compartment_scope,391,289,289,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,positive,tear,spanish,target_local_association,363,201,201,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,negative,normal_structure,english,target_local_normality,352,343,343,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,positive,abnormality,spanish,<no_explicit_rule>,343,282,282,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,negative,abnormality_absent,english,<no_explicit_rule>,342,342,342,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial OA,negative,abnormality_absent,english,<no_explicit_rule>,339,339,339,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Effusion,positive,joint_effusion,turkish,effusion_tr_root,338,328,328,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,PF OA,negative,normal_cartilage,english,compartment_normality,328,322,322,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Baker's,negative,abnormality_absent,english,<no_explicit_rule>,325,317,317,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Contusion,positive,bone_contusion,english,contusion_en,321,210,210,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,positive,abnormality,south_slavic,<no_explicit_rule>,311,264,264,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral OA,negative,chondral_abnormality_absent,english,compartment_scope,286,286,286,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,negative,abnormality_absent,turkish,<no_explicit_rule>,284,284,284,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,negative,normal_structure,turkish,target_local_normality,284,284,284,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Baker's,negative,abnormality_absent,spanish,<no_explicit_rule>,271,264,264,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial OA,negative,chondral_abnormality_absent,english,compartment_scope,270,270,270,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,MCL,negative,normal_structure,turkish,target_local_normality,268,268,268,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,MCL,negative,abnormality_absent,turkish,<no_explicit_rule>,267,267,267,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Baker's,negative,baker_cyst_absent,english,baker_variants,267,267,267,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral OA,positive,chondral_abnormality,english,compartment_scope,266,202,202,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,PF OA,negative,chondral_abnormality_absent,english,compartment_scope,254,251,251,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial OA,positive,chondral_abnormality,english,compartment_scope,248,216,216,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,ACL,negative,abnormality_absent,spanish,cruciate_and_collateral_ligaments|cruciate_ligaments,238,238,238,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,MCL,negative,abnormality_absent,spanish,cruciate_and_collateral_ligaments,238,238,238,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,positive,abnormality,cyrillic_script,<no_explicit_rule>,233,134,134,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,positive,abnormality,cyrillic_script,target_local_association,231,130,130,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,positive,abnormality,greek_script,<no_explicit_rule>,217,189,189,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Fracture,positive,fracture,english,fracture_en,214,106,106,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,positive,tear,turkish,target_local_association,212,196,196,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,positive,tear,turkish,target_local_association,205,190,190,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,positive,abnormality,turkish,<no_explicit_rule>,203,201,201,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,positive,tear,spanish,target_local_association,198,87,87,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,positive,abnormality,cyrillic_script,target_local_association,197,115,115,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,positive,degeneration,turkish,target_local_association,197,166,166,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Contusion,positive,abnormality,english,<no_explicit_rule>,196,137,137,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,negative,abnormality_absent,english,target_local_association,190,186,186,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,negative,abnormality_absent,english,target_local_association,189,185,185,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,positive,tear,south_slavic,target_local_association,184,174,174,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,MCL,negative,abnormality_absent,english,collateral_ligaments,182,182,182,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,positive,degeneration,turkish,target_local_association,182,158,158,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral OA,positive,chondral_abnormality,english,compartment_scope,177,152,152,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,negative,abnormality_absent,spanish,<no_explicit_rule>,171,171,171,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,Medial Meniscus,negative,abnormality_absent,english,both_menisci|both_menisci_negative_only,165,165,165,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,Medial OA,negative,abnormality_absent,spanish,tibiofemoral_compartments,165,165,165,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,Lateral OA,negative,abnormality_absent,spanish,tibiofemoral_compartments,164,164,164,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,MCL,positive,sprain,english,target_local_association,164,108,108,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,Lateral Meniscus,negative,abnormality_absent,english,both_menisci|both_menisci_negative_only,162,162,162,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,positive,degeneration,turkish,target_local_association,160,127,127,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,MCL,negative,abnormality_absent,turkish,collateral_ligaments,157,156,156,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Effusion,positive,joint_effusion,greek_script,effusion_el_root,157,131,131,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,positive,tear,spanish,target_local_association,155,87,87,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,MCL,positive,sprain,english,target_local_association,154,106,106,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral OA,negative,normal_cartilage,english,compartment_normality,154,154,154,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,positive,degeneration,english,target_local_association,152,118,118,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,negative,normal_structure,south_slavic,target_local_normality,151,150,150,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,MCL,negative,normal_structure,south_slavic,target_local_normality,150,150,150,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,ACL,negative,abnormality_absent,german,cruciate_ligaments,148,148,148,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Fracture,positive,fracture,english,fracture_en,148,82,82,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Baker's,negative,abnormality_absent,south_slavic,<no_explicit_rule>,146,146,146,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,negative,abnormality_absent,english,target_local_association,143,140,140,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,ACL,negative,abnormality_absent,english,target_local_association,138,135,135,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,MCL,negative,abnormality_absent,south_slavic,<no_explicit_rule>,138,138,138,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,positive,degeneration,turkish,target_local_association,137,94,94,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,negative,abnormality_absent,south_slavic,target_local_association,136,132,132,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,ACL,negative,abnormality_absent,cyrillic_script,cruciate_ligaments,135,134,134,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,ACL,negative,abnormality_absent,english,cruciate_ligaments,134,134,134,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,MCL,negative,abnormality_absent,south_slavic,collateral_ligaments,134,134,134,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Synovitis,positive,abnormality,spanish,<no_explicit_rule>,134,102,102,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,positive,degeneration,turkish,target_local_association,133,115,115,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Effusion,negative,joint_effusion_absent,turkish,effusion_tr_root,132,132,132,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,negative,abnormality_absent,turkish,<no_explicit_rule>,131,131,131,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,negative,abnormality_absent,south_slavic,target_local_association,131,131,131,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,positive,tear,south_slavic,target_local_association,131,127,127,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,negative,abnormality_absent,spanish,target_local_association,124,120,120,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,negative,abnormality_absent,spanish,target_local_association,123,120,120,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,Lateral Meniscus,negative,abnormality_absent,spanish,both_menisci_negative_only,119,119,119,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,MCL,negative,abnormality_absent,cyrillic_script,collateral_ligaments,119,118,118,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,Medial Meniscus,negative,abnormality_absent,spanish,both_menisci_negative_only,119,119,119,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Baker's,positive,baker_cyst,greek_script,baker_el,118,104,104,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,ACL,negative,abnormality_absent,south_slavic,<no_explicit_rule>,116,116,116,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,negative,abnormality_absent,south_slavic,<no_explicit_rule>,113,113,113,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,PF OA,negative,normal_cartilage,spanish,compartment_normality,113,113,113,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,positive,abnormality,german,<no_explicit_rule>,112,112,112,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,negative,abnormality_absent,spanish,target_local_association,112,107,107,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,negative,abnormality_absent,spanish,target_local_association,112,107,107,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,MCL,positive,tear,english,target_local_association,111,74,74,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,positive,abnormality,french,<no_explicit_rule>,110,76,76,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,positive,degeneration,english,target_local_association,110,89,89,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Effusion,positive,joint_effusion,german,effusion_de_root,107,107,107,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,positive,tear,spanish,target_local_association,105,47,47,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,PF OA,negative,abnormality_absent,spanish,tibiofemoral_compartments,104,104,104,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,positive,abnormality,dutch,<no_explicit_rule>,102,75,75,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Baker's,positive,abnormality,greek_script,<no_explicit_rule>,101,91,91,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,uncertain,tear,english,target_local_association,100,71,71,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial OA,negative,normal_cartilage,english,compartment_normality,100,100,100,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,negative,abnormality_absent,south_slavic,<no_explicit_rule>,99,98,98,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,PF OA,positive,chondral_abnormality,south_slavic,compartment_scope,99,91,91,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,positive,abnormality,english,target_local_association,97,62,62,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,PF OA,positive,chondral_abnormality,dutch,compartment_scope,97,64,64,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Fracture,positive,fracture,english|spanish,fracture_en,96,51,51,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Fracture,positive,fracture,english|spanish,fracture_en,96,51,51,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Baker's,positive,abnormality,cyrillic_script,<no_explicit_rule>,95,53,53,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,positive,degeneration,english,target_local_association,95,64,64,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,MCL,positive,sprain,turkish,target_local_association,95,88,88,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,MCL,positive,tear,english,target_local_association,94,69,69,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,positive,degeneration,south_slavic,target_local_association,94,93,93,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial OA,positive,chondral_abnormality,spanish,compartment_scope,93,59,59,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,ACL,positive,abnormality,english,target_local_association,91,61,61,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,ACL,positive,degeneration,english,target_local_association,90,61,61,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Baker's,positive,abnormality,spanish,<no_explicit_rule>,90,76,76,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,negative,abnormality_absent,cyrillic_script,<no_explicit_rule>,90,88,88,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,negative,abnormality_absent,german,<no_explicit_rule>,90,89,89,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,negative,normal_structure,cyrillic_script,target_local_normality,90,88,88,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Baker's,positive,baker_cyst,english|south_slavic,baker_sl|baker_variants,88,87,87,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,positive,tear,turkish,target_local_association,88,78,78,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,PF OA,positive,chondral_abnormality,german,compartment_scope,88,75,75,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,uncertain,tear,english,target_local_association,86,61,61,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,PF OA,positive,chondral_abnormality,spanish,compartment_scope,86,58,58,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,negative,normal_structure,german,target_local_normality,85,84,84,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,positive,tear,greek_script,target_local_association,85,78,78,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,positive,tear,greek_script,target_local_association,81,74,74,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,PF OA,negative,abnormality_absent,spanish,<no_explicit_rule>,79,79,79,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,positive,degeneration,south_slavic,target_local_association,79,78,78,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Effusion,negative,abnormality_absent,cyrillic_script,<no_explicit_rule>,78,77,77,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Baker's,negative,baker_cyst_absent,south_slavic,baker_sl,76,74,74,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Baker's,positive,tear,english,<no_explicit_rule>,75,60,60,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,positive,tear,south_slavic,target_local_association,75,73,73,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial OA,positive,chondral_abnormality,spanish,compartment_scope,74,44,44,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,positive,degeneration,english,target_local_association,74,62,62,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,ACL,positive,tear,spanish,target_local_association,73,41,41,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Baker's,positive,abnormality,south_slavic,<no_explicit_rule>,72,72,72,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Lateral Meniscus,uncertain,tear,english,target_local_association,72,54,54,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,PF OA,positive,chondral_abnormality,spanish,compartment_scope,72,53,53,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,positive,tear,turkish,target_local_association,72,63,63,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,PF OA,positive,chondral_abnormality,turkish,compartment_scope,71,70,70,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Baker's,positive,abnormality,turkish,<no_explicit_rule>,70,58,58,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial Meniscus,negative,abnormality_absent,english,target_local_association,70,68,68,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,negative,abnormality_absent,english,target_local_association,69,67,67,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,ACL,positive,degeneration,turkish,target_local_association,68,67,67,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,MCL,negative,abnormality_absent,german,<no_explicit_rule>,68,68,68,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Lateral Meniscus,negative,normal_structure,south_slavic,target_local_normality,68,67,67,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,MCL,negative,normal_structure,german,target_local_normality,68,67,67,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,ACL,positive,tear,turkish,target_local_association,67,58,58,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,ACL,positive,tear,south_slavic,target_local_association,67,66,66,A Proposition may be supported by multiple detectors.
proposition_participation,v3_target,Medial OA,positive,chondral_abnormality,greek_script,compartment_scope,67,49,49,A Proposition may be supported by multiple detectors.
proposition_participation,v3_morphology,Fracture,uncertain,fracture,english,fracture_en,66,49,49,A Proposition may be supported by multiple detectors.
proposition_participation,v2_collective,MCL,negative,abnormality_absent,greek_script,collateral_ligaments,64,62,62,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Baker's,positive,abnormality,dutch,<no_explicit_rule>,63,47,47,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Baker's,positive,abnormality,german,<no_explicit_rule>,63,63,63,A Proposition may be supported by multiple detectors.
proposition_participation,v2_exact,Medial Meniscus,negative,abnormality_absent,south_slavic,target_local_association,63,63,63,A Proposition may be supported by multiple detectors.
