unit,dimension,value,count,mean,std,median,min,max,p05,p25,p75,p95,p99,unique_confidence_values,interpretation
selected Proposition,rule,synovitis_el,36,0.8799999999999999,1.1259716555514165e-16,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,[0.88],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,synovitis_sl,3,0.88,0.0,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,[0.88],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,synovitis_tr,22,0.88,0.0,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,[0.88],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,target_local_association,7596,0.8716008425487098,0.08159642635894086,0.9,0.5,0.9,0.85,0.87,0.9,0.9,0.9,"[0.5, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,target_local_normality,4487,0.8200000000000001,1.1103467608222112e-16,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,[0.82],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,rule,tibiofemoral_compartments,604,0.7620860927152318,0.02199696659242676,0.75,0.75,0.9,0.75,0.75,0.75,0.8,0.8,"[0.75, 0.8, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,abnormality,4873,0.8924851221013751,0.05167237078135586,0.9,0.5,0.9,0.9,0.9,0.9,0.9,0.9,"[0.5, 0.8, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,abnormality_absent,12470,0.8207000801924619,0.045461947824191475,0.85,0.75,0.85,0.75,0.75,0.85,0.85,0.85,"[0.75, 0.82, 0.85]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,avulsion,29,0.8820689655172412,0.07422837878297471,0.9,0.5,0.9,0.87,0.9,0.9,0.9,0.9,"[0.5, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,baker_cyst,917,0.8770992366412216,0.033091839411872964,0.88,0.5,0.88,0.88,0.88,0.88,0.88,0.88,"[0.5, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,baker_cyst_absent,344,0.83,0.0,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,[0.83],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,bone_contusion,449,0.8588418708240537,0.0872317031166712,0.88,0.5,0.88,0.5,0.88,0.88,0.88,0.88,"[0.5, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,bone_contusion_absent,456,0.8300000000000001,1.111442380319001e-16,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,[0.83],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,chondral_abnormality,2742,0.8793873085339169,0.04213202905667275,0.9,0.5,0.9,0.8,0.87,0.9,0.9,0.9,"[0.5, 0.8, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,chondral_abnormality_absent,932,0.8200000000000002,2.221638235134465e-16,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,[0.82],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,degeneration,1608,0.881784825870647,0.053135521688037375,0.9,0.5,0.9,0.87,0.87,0.9,0.9,0.9,"[0.5, 0.8, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,extrusion,71,0.8829577464788732,0.04835565755634223,0.9,0.5,0.9,0.87,0.87,0.9,0.9,0.9,"[0.5, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,fracture,482,0.8449792531120334,0.13641725304498376,0.9,0.5,0.9,0.5,0.9,0.9,0.9,0.9,"[0.5, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,fracture_absent,637,0.8300000000000001,1.1110954986494923e-16,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,[0.83],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,joint_effusion,1935,0.8780361757105946,0.02725399952338768,0.88,0.5,0.88,0.88,0.88,0.88,0.88,0.88,"[0.5, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,joint_effusion_absent,671,0.83,0.0,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,[0.83],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,normal_cartilage,865,0.8200000000000002,2.221730658006457e-16,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,[0.82],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,normal_structure,4487,0.8200000000000001,1.1103467608222112e-16,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,[0.82],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,sprain,347,0.8814409221902018,0.06716125747412335,0.9,0.5,0.9,0.87,0.87,0.9,0.9,0.9,"[0.5, 0.8, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,synovitis,76,0.8749999999999998,0.04358898943540673,0.88,0.5,0.88,0.88,0.88,0.88,0.88,0.88,"[0.5, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,synovitis_absent,1,0.83,,0.83,0.83,0.83,0.83,0.83,0.83,0.83,0.83,[0.83],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,phenotype,tear,4314,0.8726448771441818,0.09468475763059392,0.9,0.45,0.9,0.5,0.9,0.9,0.9,0.9,"[0.45, 0.5, 0.8, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,cyrillic_script,1435,0.8519094076655053,0.05684626692630246,0.87,0.75,0.9,0.75,0.82,0.9,0.9,0.9,"[0.75, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,cyrillic_script|english,1,0.9,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,[0.9],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,dutch,1064,0.8406578947368422,0.06567071620423555,0.85,0.5,0.9,0.75,0.82,0.9,0.9,0.9,"[0.5, 0.75, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,dutch|english,12,0.8758333333333335,0.014433756729740656,0.88,0.83,0.88,0.8575,0.88,0.88,0.88,0.88,"[0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,english,20976,0.8493769069412661,0.05833843807908832,0.85,0.45,0.9,0.75,0.82,0.9,0.9,0.9,"[0.45, 0.5, 0.75, 0.8, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,english|french,64,0.836875,0.05035981643246043,0.83,0.5,0.9,0.83,0.83,0.83,0.9,0.9,"[0.5, 0.83, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,english|greek_script,28,0.8807142857142856,0.003779644730092275,0.88,0.88,0.9,0.88,0.88,0.88,0.88,0.8946000000000001,"[0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,english|latin_other,1,0.9,,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,[0.9],deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,english|south_slavic,89,0.8757303370786517,0.04027991944024166,0.88,0.5,0.88,0.88,0.88,0.88,0.88,0.88,"[0.5, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,english|spanish,93,0.8870967741935488,0.07105693744488488,0.9,0.5,0.9,0.9,0.9,0.9,0.9,0.9,"[0.5, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,french,740,0.8632432432432433,0.04667882106353174,0.87,0.5,0.9,0.82,0.85,0.9,0.9,0.9,"[0.5, 0.75, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,german,1648,0.8364684466019418,0.05756887250498858,0.85,0.5,0.9,0.75,0.82,0.88,0.9,0.9,"[0.5, 0.75, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,greek_script,1729,0.8589415847310585,0.05302080249976094,0.88,0.75,0.9,0.75,0.85,0.9,0.9,0.9,"[0.75, 0.8, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,latin_other,144,0.8256944444444445,0.06173089328450696,0.85,0.75,0.9,0.75,0.75,0.9,0.9,0.9,"[0.75, 0.8, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,south_slavic,2779,0.8448794530406621,0.07101302017316244,0.85,0.5,0.9,0.75,0.82,0.9,0.9,0.9,"[0.5, 0.75, 0.8, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,spanish,4112,0.833523832684825,0.07022956356991579,0.85,0.5,0.9,0.75,0.75,0.9,0.9,0.9,"[0.5, 0.75, 0.8, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,language,turkish,3791,0.8588868372461091,0.045933594529272086,0.87,0.5,0.9,0.75,0.83,0.9,0.9,0.9,"[0.5, 0.75, 0.8, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,collective,False,34835,0.8590015788718244,0.05316564091463139,0.85,0.5,0.9,0.82,0.83,0.9,0.9,0.9,"[0.5, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,collective,True,3871,0.752738310514079,0.013554120711282275,0.75,0.45,0.8,0.75,0.75,0.75,0.8,0.8,"[0.45, 0.75, 0.8]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,view_support,linked_only,370,0.8382702702702702,0.08399078819300228,0.87,0.5,0.88,0.5,0.83,0.87,0.88,0.88,"[0.5, 0.82, 0.83, 0.87, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition,view_support,strict_only,38336,0.8484716715358932,0.05953393948037676,0.85,0.45,0.9,0.75,0.82,0.9,0.9,0.9,"[0.45, 0.5, 0.75, 0.8, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition detector participation,detector,v2_collective,3898,0.75351462288353,0.016483595522477412,0.75,0.45,0.9,0.75,0.75,0.75,0.8,0.8,"[0.45, 0.75, 0.8, 0.82, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition detector participation,detector,v2_exact,20688,0.8720707656612527,0.054325399365725446,0.9,0.5,0.9,0.85,0.85,0.9,0.9,0.9,"[0.5, 0.85, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition detector participation,detector,v3_morphology,5914,0.8568397024010822,0.053337509409493604,0.88,0.5,0.9,0.83,0.83,0.88,0.9,0.9,"[0.5, 0.83, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition detector participation,detector,v3_target,16387,0.8535467138585464,0.06337340541590282,0.87,0.5,0.9,0.82,0.82,0.9,0.9,0.9,"[0.5, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,<no_explicit_rule>,12533,0.8671507220936727,0.033992911858976946,0.85,0.5,0.9,0.85,0.85,0.9,0.9,0.9,"[0.5, 0.85, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,baker_el,115,0.8800000000000001,1.1150817919292333e-16,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,[0.88],deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,baker_nl,12,0.8758333333333335,0.014433756729740656,0.88,0.83,0.88,0.8575,0.88,0.88,0.88,0.88,"[0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,baker_sl,175,0.8561142857142855,0.036715566735684435,0.88,0.5,0.88,0.83,0.83,0.88,0.88,0.88,"[0.5, 0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,baker_variants,1060,0.8648490566037736,0.03684277199157568,0.88,0.5,0.88,0.83,0.83,0.88,0.88,0.88,"[0.5, 0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,both_menisci,689,0.7563860667634253,0.025994781068361554,0.75,0.45,0.87,0.75,0.75,0.75,0.8,0.8260000000000002,"[0.45, 0.75, 0.8, 0.82, 0.87]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,both_menisci_negative_only,933,0.750300107181136,0.004576011578082902,0.75,0.75,0.82,0.75,0.75,0.75,0.75,0.75,"[0.75, 0.82]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,collateral_ligaments,914,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,[0.75],deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,compartment_normality,865,0.8200000000000002,2.221730658006457e-16,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,[0.82],deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,compartment_scope,3428,0.8659218203033839,0.042573978415473314,0.87,0.5,0.9,0.82,0.82,0.9,0.9,0.9,"[0.5, 0.82, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,contusion_cyr,30,0.8799999999999998,2.2584051416334807e-16,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,[0.88],deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,contusion_el,48,0.8789583333333333,0.007216878364870329,0.88,0.83,0.88,0.88,0.88,0.88,0.88,0.88,"[0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,contusion_en,807,0.841449814126394,0.062167265343091624,0.83,0.5,0.88,0.83,0.83,0.88,0.88,0.88,"[0.5, 0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,contusion_sl,12,0.8483333333333335,0.1096965511460289,0.88,0.5,0.88,0.7090000000000001,0.88,0.88,0.88,0.88,"[0.5, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,contusion_tr,35,0.8582857142857142,0.08949156103118505,0.88,0.5,0.88,0.766,0.88,0.88,0.88,0.88,"[0.5, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,cruciate_and_collateral_ligaments,705,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,[0.75],deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,cruciate_ligaments,876,0.75,0.0,0.75,0.75,0.75,0.75,0.75,0.75,0.75,0.75,[0.75],deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,effusion_de_root,149,0.8659060402684563,0.022571610452153695,0.88,0.83,0.88,0.83,0.83,0.88,0.88,0.88,"[0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,effusion_el_root,198,0.8693939393939393,0.020492325259830437,0.88,0.83,0.88,0.83,0.88,0.88,0.88,0.88,"[0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,effusion_en_plural,1790,0.8651675977653632,0.03496944062898456,0.88,0.5,0.88,0.83,0.83,0.88,0.88,0.88,"[0.5, 0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,effusion_tr_root,470,0.8659574468085107,0.022494687784940286,0.88,0.83,0.88,0.83,0.83,0.88,0.88,0.88,"[0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,fracture_cyr,34,0.8761764705882351,0.03275387609561637,0.9,0.83,0.9,0.83,0.83,0.9,0.9,0.9,"[0.83, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,fracture_de,51,0.8323529411764704,0.011931175180026099,0.83,0.83,0.9,0.83,0.83,0.83,0.83,0.89,"[0.83, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,fracture_el,56,0.8951785714285716,0.016291779458428673,0.9,0.83,0.9,0.8674999999999999,0.9,0.9,0.9,0.9,"[0.83, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,fracture_en,874,0.8305606407322654,0.0879317219632599,0.83,0.5,0.9,0.5,0.83,0.9,0.9,0.9,"[0.5, 0.83, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,fracture_fr,64,0.836875,0.05035981643246043,0.83,0.5,0.9,0.83,0.83,0.83,0.9,0.9,"[0.5, 0.83, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,fracture_sl,22,0.834090909090909,0.1380013488860609,0.9,0.5,0.9,0.5,0.8425,0.9,0.9,0.9,"[0.5, 0.83, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,fracture_tr,28,0.8414285714285713,0.14204105524692984,0.9,0.5,0.9,0.5,0.9,0.9,0.9,0.9,"[0.5, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,lateral_and_patellofemoral_compartments,5,0.8480000000000001,0.04549725266430929,0.87,0.8,0.9,0.8,0.8,0.87,0.894,0.8988,"[0.8, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,synovitis_de,16,0.8531249999999999,0.09498903445486045,0.88,0.5,0.88,0.7474999999999999,0.88,0.88,0.88,0.88,"[0.5, 0.83, 0.88]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,synovitis_el,36,0.8799999999999999,1.1259716555514165e-16,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,[0.88],deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,synovitis_sl,3,0.88,0.0,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,[0.88],deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,synovitis_tr,22,0.88,0.0,0.88,0.88,0.88,0.88,0.88,0.88,0.88,0.88,[0.88],deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,target_local_association,7607,0.8715722360983307,0.08154599731874912,0.9,0.5,0.9,0.85,0.87,0.9,0.9,0.9,"[0.5, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,target_local_normality,4487,0.8200000000000001,1.1103467608222112e-16,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,[0.82],deterministic evidence-strength rank; not a calibrated probability
selected Proposition rule participation,rule,tibiofemoral_compartments,616,0.7641883116883117,0.026405042504515964,0.75,0.75,0.9,0.75,0.75,0.8,0.8,0.87,"[0.75, 0.8, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition language participation,language,cyrillic_script,1436,0.8519428969359332,0.05684062514857976,0.87,0.75,0.9,0.75,0.82,0.9,0.9,0.9,"[0.75, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition language participation,language,dutch,1076,0.841050185873606,0.06542393623532262,0.85,0.5,0.9,0.75,0.82,0.9,0.9,0.9,"[0.5, 0.75, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition language participation,language,english,21264,0.8496755079006773,0.05835167100864175,0.85,0.45,0.9,0.75,0.82,0.9,0.9,0.9,"[0.45, 0.5, 0.75, 0.8, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition language participation,language,french,804,0.8611442786069653,0.04748923013097673,0.87,0.5,0.9,0.82,0.83,0.9,0.9,0.9,"[0.5, 0.75, 0.82, 0.83, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition language participation,language,german,1648,0.8364684466019418,0.05756887250498858,0.85,0.5,0.9,0.75,0.82,0.88,0.9,0.9,"[0.5, 0.75, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition language participation,language,greek_script,1757,0.8592885600455322,0.05266913692179779,0.88,0.75,0.9,0.75,0.85,0.9,0.9,0.9,"[0.75, 0.8, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition language participation,language,latin_other,145,0.8262068965517242,0.06182489795917851,0.85,0.75,0.9,0.75,0.75,0.9,0.9,0.9,"[0.75, 0.8, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition language participation,language,south_slavic,2868,0.8458368200836821,0.07046086672563465,0.85,0.5,0.9,0.75,0.83,0.9,0.9,0.9,"[0.5, 0.75, 0.8, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition language participation,language,spanish,4205,0.8347086801426873,0.07068000572724864,0.85,0.5,0.9,0.75,0.75,0.9,0.9,0.9,"[0.5, 0.75, 0.8, 0.82, 0.85, 0.87, 0.9]",deterministic evidence-strength rank; not a calibrated probability
selected Proposition language participation,language,turkish,3791,0.8588868372461091,0.045933594529272086,0.87,0.5,0.9,0.75,0.83,0.9,0.9,0.9,"[0.5, 0.75, 0.8, 0.82, 0.83, 0.85, 0.87, 0.88, 0.9]",deterministic evidence-strength rank; not a calibrated probability
